OBJECTID,Address,TotalRoofArea,UsableRoofArea,PercentUsable,PotentialSystemSize,ProjectedAnnualKWH,ProjectedAnnualSavings,EntranceCorridor,HistoricallyProtected,Comments,created_user,created_date,last_edited_user,last_edited_date,ShapeSTArea,ShapeSTLength
11917,315 4TH ST NW,8654.5459687,3280.83672,37.90882616,42.1821864,50618.62368,5568.048605, , ,,,,CITY,2020/12/08 18:59:34+00,8654.58203125,373.112807083258
11918,1116 PRESTON AVE,1934.90102939,542.50056,28.03763937,6.9750072,8370.00864,920.7009504, , ,,,,CITY,2020/12/08 18:59:34+00,1934.890625,190.371624768364
11919,420 LANE RD,1735.1238821,613.5423,35.36014391,7.888401,9466.0812,1041.268932, , ,,,,CITY,2020/12/08 18:59:34+00,1735.12890625,177.423856364193
11920,1400 PEN PARK RD,4040.16420736,1853.54358,45.877927,23.8312746,28597.52952,3145.728247, , ,,,,CITY,2020/12/08 18:59:34+00,4040.14453125,329.025396826479
11921,852+ W MAIN ST,52335.441543,17185.64274,32.83748489,220.9582638,265149.9166,29166.49082, ,Yes,,,,CITY,2020/12/08 18:59:34+00,52335.48828125,2541.18356106871
11922,632 W MAIN ST,4381.04204893,1640.41836,37.44356613,21.0910932,25309.31184,2784.024302, ,Yes,,,,CITY,2020/12/08 18:59:34+00,4381.0390625,297.606710527295
11923,1309+ WERTLAND ST,3450.0395675,1039.79274,30.1385742,13.3687638,16042.51656,1764.676822, , ,,,,CITY,2020/12/08 18:59:34+00,3450.03515625,267.850836655567
11924,907-C BLENHEIM AVE,447.08379896,142.08348,31.78005539,1.8267876,2192.14512,241.1359632, , ,,,,CITY,2020/12/08 18:59:34+00,447.08984375,85.6937979173256
11925,907-B WEST ST,526.54425012,90.41676,17.17173014,1.1625012,1395.00144,153.4501584, , ,,,,CITY,2020/12/08 18:59:34+00,526.5546875,100.086535421203
11926,1507 WESTWOOD RD,1922.10250069,555.41724,28.89633782,7.1410788,8569.29456,942.6224016, , ,,,,CITY,2020/12/08 18:59:34+00,1922.1015625,187.659198469652
11927,1629+ CAMBRIDGE CIR,2229.86141052,523.12554,23.4600023,6.7258998,8071.07976,887.8187736, , ,,,,CITY,2020/12/08 18:59:34+00,2229.86328125,208.594697749521
11928,1109 RUGBY RD,1095.78665142,368.12538,33.59462092,4.7330406,5679.64872,624.7613592, , ,,,,CITY,2020/12/08 18:59:34+00,1095.78125,153.577999288072
11929,580 MASSIE RD,81099.6473972,29165.86344,35.96299657,374.9896728,449987.6074,49498.63681,Yes, ,,,,CITY,2020/12/08 18:59:34+00,81099.57421875,1666.03534950563
11930,912 FOREST ST,820.43026968,245.41692,29.91319658,3.1553604,3786.43248,416.5075728, , ,,,,CITY,2020/12/08 18:59:34+00,820.42578125,117.291300039184
11931,2511+ PLATEAU RD,2151.95482796,917.08428,42.61633523,11.7910836,14149.30032,1556.423035,Yes, ,,,,CITY,2020/12/08 18:59:34+00,2151.98046875,219.686173537045
11932,916 MONTROSE AVE,1092.79894073,245.41692,22.4576467,3.1553604,3786.43248,416.5075728, , ,,,,CITY,2020/12/08 18:59:34+00,1092.7890625,146.514261167766
11933,500 CARLTON RD,1344.04440555,374.58372,27.86989109,4.8160764,5779.29168,635.7220848, , ,,,,CITY,2020/12/08 18:59:34+00,1344.0546875,169.980995046346
11934,512 RIVES ST,199.32864271,116.25012,58.32083071,1.4946444,1793.57328,197.2930608, , ,,,,CITY,2020/12/08 18:59:34+00,199.32421875,59.9598172947763
11935,1404 SUNRISE PARK LN,841.23900697,142.08348,16.88978851,1.8267876,2192.14512,241.1359632, , ,,,,CITY,2020/12/08 18:59:34+00,841.23828125,121.694770930954
11936,1406 SUNRISE PARK LN,713.50583921,264.79194,37.11139164,3.4044678,4085.36136,449.3897496, , ,,,,CITY,2020/12/08 18:59:34+00,713.515625,115.245157013712
11937,506 RIVES ST,700.79289538,238.95858,34.09831668,3.0723246,3686.78952,405.5468472, , ,,,,CITY,2020/12/08 18:59:34+00,700.77734375,114.891576360048
11938,508 RIVES ST,867.45140364,219.58356,25.31364455,2.8232172,3387.86064,372.6646704, , ,,,,CITY,2020/12/08 18:59:34+00,867.4609375,122.83150822672
11939,1412 SUNRISE PARK LN,890.11095138,167.91684,18.86470906,2.1589308,2590.71696,284.9788656, , ,,,,CITY,2020/12/08 18:59:34+00,890.109375,124.566831487709
11940,1414 SUNRISE PARK LN,740.74300649,258.3336,34.87492827,3.321432,3985.7184,438.429024, , ,,,,CITY,2020/12/08 18:59:34+00,740.74609375,117.277354072996
11941,1403 MIDLAND  ST,730.12467706,116.25012,15.92195404,1.4946444,1793.57328,197.2930608, , ,,,,CITY,2020/12/08 18:59:34+00,730.10546875,117.661483117469
11942,1405 MIDLAND  ST,918.4322422,251.87526,27.42448053,3.2383962,3886.07544,427.4682984, , ,,,,CITY,2020/12/08 18:59:34+00,918.44921875,126.851245866419
11943,1407 MIDLAND ST,750.58609285,122.70846,16.34835278,1.5776802,1893.21624,208.2537864, , ,,,,CITY,2020/12/08 18:59:34+00,750.578125,118.823927158678
11944,1409 MIDLAND ST,918.30810888,284.16696,30.94461962,3.6535752,4384.29024,482.2719264, , ,,,,CITY,2020/12/08 18:59:34+00,918.32421875,126.855864217661
11945,1411 MIDLAND ST,694.53628621,19.37502,2.7896338,0.2491074,298.92888,32.8821768, , ,,,,CITY,2020/12/08 18:59:34+00,694.52734375,115.345894365744
11946,1413 MIDLAND ST,943.44105839,238.95858,25.32840695,3.0723246,3686.78952,405.5468472, , ,,,,CITY,2020/12/08 18:59:34+00,943.4375,127.740424980001
11947,509 NASSAU ST,848.59106041,135.62514,15.98239081,1.7437518,2092.50216,230.1752376, , ,,,,CITY,2020/12/08 18:59:34+00,848.578125,121.762855656684
11948,511 NASSAU ST,717.08059798,226.0419,31.52252606,2.906253,3487.5036,383.625396, , ,,,,CITY,2020/12/08 18:59:34+00,717.0859375,115.323476443457
11949,513 NASSAU ST,851.74809352,180.83352,21.23086939,2.3250024,2790.00288,306.9003168, , ,,,,CITY,2020/12/08 18:59:34+00,851.74609375,122.001661741618
11950,515 NASSAU ST,707.44700796,213.12522,30.125964,2.7401814,3288.21768,361.7039448, , ,,,,CITY,2020/12/08 18:59:34+00,707.4453125,114.719074988077
11951,1418 SUNRISE PARK LN,739.66335946,122.70846,16.58977083,1.5776802,1893.21624,208.2537864, , ,,,,CITY,2020/12/08 18:59:34+00,739.66796875,117.246233530263
11952,1420 SUNRISE PARK LN,879.72791441,277.70862,31.56755736,3.5705394,4284.64728,471.3112008, , ,,,,CITY,2020/12/08 18:59:34+00,879.7265625,124.193760277772
11953,1042 ST CLAIR AVE,1375.33455867,465.00048,33.80999046,5.9785776,7174.29312,789.1722432, , ,,,,CITY,2020/12/08 18:59:34+00,1375.34375,178.02699318822
11954,100-A MEADE AVE,5041.07518444,1427.29314,28.31326918,18.3509118,22021.09416,2422.320358, , ,,,,CITY,2020/12/08 18:59:34+00,5041.08203125,324.117522104798
11955,102 MEADE AVE,128.541127,25.83336,20.09734887,0.3321432,398.57184,43.8429024, , ,,,,CITY,2020/12/08 18:59:35+00,128.53125,45.3884821791447
11956,210 W WATER ST,3818.73124731,1524.16824,39.91294863,19.5964488,23515.73856,2586.731242, ,Yes,,,,CITY,2020/12/08 18:59:35+00,3818.72265625,248.496675913389
11957,216+ W WATER ST,25520.9333884,6606.88182,25.88808872,84.9456234,101934.7481,11212.82229, ,Yes,,,,CITY,2020/12/08 18:59:35+00,25520.94921875,706.416964194807
11958,214+ W WATER ST,1846.48212531,335.83368,18.18775659,4.3178616,5181.43392,569.9577312, ,Yes,,,,CITY,2020/12/08 18:59:35+00,1846.4921875,196.261897098045
11959,102 1ST ST N,95.98215574,32.2917,33.643435,0.415179,498.2148,54.803628, ,Yes,,,,CITY,2020/12/08 18:59:35+00,95.98828125,39.9967288083445
11960,2100 MICHIE DR,16.00037169,12.91668,80.72737783,0.1660716,199.28592,21.9214512, , ,,,,CITY,2020/12/08 18:59:35+00,16,16.0004477832103
11961,516 CLEVELAND AVE,807.70133815,187.29186,23.18825677,2.4080382,2889.64584,317.8610424, , ,,,,CITY,2020/12/08 18:59:35+00,807.69140625,120.287998780021
11962,518 CLEVELAND AVE,798.48037827,251.87526,31.54432839,3.2383962,3886.07544,427.4682984, , ,,,,CITY,2020/12/08 18:59:35+00,798.484375,119.897913200103
11963,1055+ 5TH ST SW,851.08982531,232.50024,27.31794425,2.9892888,3587.14656,394.5861216,Yes, ,,,,CITY,2020/12/08 18:59:35+00,851.08984375,127.255906443402
11964,1055+ 5TH ST SW,633.4841995,148.54182,23.44838591,1.9098234,2291.78808,252.0966888,Yes, ,,,,CITY,2020/12/08 18:59:35+00,633.4921875,103.824656809396
11965,1059+ 5TH ST SW,636.89431364,264.79194,41.57549084,3.4044678,4085.36136,449.3897496,Yes, ,,,,CITY,2020/12/08 18:59:35+00,636.89453125,103.863486545834
11966,1059+ 5TH ST SW,661.95857388,167.91684,25.36666947,2.1589308,2590.71696,284.9788656,Yes, ,,,,CITY,2020/12/08 18:59:35+00,661.95703125,105.424056664884
11967,1051+ 5TH ST SW,681.66738094,245.41692,36.00244645,3.1553604,3786.43248,416.5075728,Yes, ,,,,CITY,2020/12/08 18:59:35+00,681.66796875,106.423018698428
11968,1051+ 5TH ST SW,550.52264269,122.70846,22.28944755,1.5776802,1893.21624,208.2537864,Yes, ,,,,CITY,2020/12/08 18:59:35+00,550.5234375,98.15184953343
11969,1047+ 5TH ST SW,689.41256662,245.41692,35.59797555,3.1553604,3786.43248,416.5075728,Yes, ,,,,CITY,2020/12/08 18:59:35+00,689.40625,106.625268454653
11970,1047+ 5TH ST SW,577.11605601,109.79178,19.02420993,1.4116086,1693.93032,186.3323352,Yes, ,,,,CITY,2020/12/08 18:59:35+00,577.12109375,99.4441741799481
11971,1043+ 5TH ST SW,723.32310067,258.3336,35.71482643,3.321432,3985.7184,438.429024,Yes, ,,,,CITY,2020/12/08 18:59:35+00,723.3359375,109.041681629389
11972,1043+ 5TH ST SW,550.78089039,142.08348,25.79673563,1.8267876,2192.14512,241.1359632,Yes, ,,,,CITY,2020/12/08 18:59:35+00,550.76953125,98.3572796435147
11973,1039+ 5TH ST SW,709.56898056,213.12522,30.03587142,2.7401814,3288.21768,361.7039448,Yes, ,,,,CITY,2020/12/08 18:59:35+00,709.5703125,108.213501112023
11974,1039+ 5TH ST SW,607.28400318,155.00016,25.52350343,1.9928592,2391.43104,263.0574144,Yes, ,,,,CITY,2020/12/08 18:59:35+00,607.28515625,101.775787584631
11975,229 LANKFORD AVE,972.00420456,316.45866,32.55733372,4.0687542,4882.50504,537.0755544, , ,,,,CITY,2020/12/08 18:59:35+00,972.01171875,149.10122381032
11976,1004 AVON ST,1383.62653132,348.75036,25.20552685,4.4839332,5380.71984,591.8791824,Yes, ,,,,CITY,2020/12/08 18:59:35+00,1383.625,162.717846675191
11977,501 LOCUST AVE,18188.2933975,5657.50584,31.10520445,72.7393608,87287.23296,9601.595626,Yes,Yes,,,,CITY,2020/12/08 18:59:35+00,18188.34375,587.828455521306
11978,459+ LOCUST AVE,9313.7745032,2182.91892,23.43753301,28.0661004,33679.32048,3704.725253,Yes,Yes,,,,CITY,2020/12/08 18:59:35+00,9313.74609375,459.384253193671
11979,1021 BIRDWOOD RD,1442.83201593,439.16712,30.43785522,5.6464344,6775.72128,745.3293408, , ,,,,CITY,2020/12/08 18:59:35+00,1442.84375,181.499928341492
11980,1715 MEADOWBROOK HEIGHTS RD,3409.45924629,858.95922,25.1934155,11.0437614,13252.51368,1457.776505, , ,,,,CITY,2020/12/08 18:59:35+00,3409.47265625,295.003114410847
11981,901 SEMINOLE TRL,3321.98108927,1233.54294,37.13274985,15.8598378,19031.80536,2093.49859,Yes, ,,,,CITY,2020/12/08 18:59:35+00,3321.984375,273.109864695918
11982,398 OLD LYNCHBURG RD,696.20737531,135.62514,19.48056639,1.7437518,2092.50216,230.1752376, , ,,,,CITY,2020/12/08 18:59:35+00,696.2109375,107.580567120221
11983,104 CHRISTA CT,1178.83726213,316.45866,26.8449823,4.0687542,4882.50504,537.0755544, , ,,,,CITY,2020/12/08 18:59:35+00,1178.84375,137.649539985735
11984,108 BURNET WAY,1098.42937945,348.75036,31.74991311,4.4839332,5380.71984,591.8791824, , ,,,,CITY,2020/12/08 18:59:35+00,1098.4140625,133.165775023035
11985,119 BURNET WAY,543.32340722,135.62514,24.96213842,1.7437518,2092.50216,230.1752376, , ,,,,CITY,2020/12/08 18:59:35+00,543.3125,100.381112721255
11986,102 BURNET WAY,1072.2463346,303.54198,28.30897778,3.9026826,4683.21912,515.1541032, , ,,,,CITY,2020/12/08 18:59:35+00,1072.24609375,140.88068751102
11987,102 CHISHOLM PL,1735.81531547,348.75036,20.09144341,4.4839332,5380.71984,591.8791824, , ,,,,CITY,2020/12/08 18:59:35+00,1735.82421875,192.69345839638
11988,234 SHAMROCK RD,1137.68304705,238.95858,21.00396808,3.0723246,3686.78952,405.5468472, , ,,,,CITY,2020/12/08 18:59:35+00,1137.66796875,147.613821009834
11989,121 MORGAN CT,1206.41382746,561.87558,46.57403174,7.2241146,8668.93752,953.5831272, , ,,,,CITY,2020/12/08 18:59:35+00,1206.40625,149.017204774208
11990,123 MORGAN CT,970.29160857,232.50024,23.96189517,2.9892888,3587.14656,394.5861216, , ,,,,CITY,2020/12/08 18:59:35+00,970.28515625,134.396493059842
11991,242 HUNTLEY AVE,1651.76921952,568.33392,34.40758577,7.3071504,8768.58048,964.5438528, , ,,,,CITY,2020/12/08 18:59:35+00,1651.7734375,181.566602103786
11992,508 PATON ST,731.31056847,155.00016,21.19484768,1.9928592,2391.43104,263.0574144, , ,,,,CITY,2020/12/08 18:59:35+00,731.3125,110.790136778048
11993,707 FOREST ST,838.54119642,303.54198,36.19881634,3.9026826,4683.21912,515.1541032, , ,,,,CITY,2020/12/08 18:59:35+00,838.53515625,119.048431314094
11994,602 MONTROSE AVE,945.7453395,51.66672,5.46306866,0.6642864,797.14368,87.6858048, , ,,,,CITY,2020/12/08 18:59:35+00,945.73828125,130.091518167387
11995,416 4TH ST NW,3748.35342491,1323.9597,35.32110022,17.022339,20426.8068,2246.948748,Yes, ,,,,CITY,2020/12/08 18:59:35+00,3748.34375,283.502127387672
11996,915 6TH ST SE,1263.58974482,193.7502,15.33331558,2.491074,2989.2888,328.821768, , ,,,,CITY,2020/12/08 18:59:35+00,1263.6015625,167.401811732416
11997,800 PRESTON AVE,11372.4434298,3920.21238,34.47115307,50.4027306,60483.27672,6653.160439,Yes, ,,,,CITY,2020/12/08 18:59:35+00,11372.44140625,625.532725304747
11998,516 RIVES ST,796.22277871,226.0419,28.38927926,2.906253,3487.5036,383.625396, , ,,,,CITY,2020/12/08 18:59:35+00,796.2265625,118.10731828396
11999,514 RIVES ST,707.64249662,193.7502,27.3796727,2.491074,2989.2888,328.821768, , ,,,,CITY,2020/12/08 18:59:35+00,707.65625,113.270745333845
12000,413 10 1/2 ST NW,1382.57985256,361.66704,26.15885411,4.6500048,5580.00576,613.8006336, , ,,,,CITY,2020/12/08 18:59:35+00,1382.59765625,170.430366758925
12001,243 HUNTLEY AVE,1033.82437157,335.83368,32.48459815,4.3178616,5181.43392,569.9577312, , ,,,,CITY,2020/12/08 18:59:36+00,1033.8203125,132.600686935039
12002,116+ APPLE TREE RD,2312.65184839,1026.87606,44.40253613,13.2026922,15843.23064,1742.75537, , ,,,,CITY,2020/12/08 18:59:36+00,2312.66015625,222.899661205393
12003,1408 CHESAPEAKE ST,1504.84645377,290.6253,19.312621,3.736611,4483.9332,493.232652, , ,,,,CITY,2020/12/08 18:59:36+00,1504.8515625,173.625913125624
12004,247 HUNTLEY AVE,1225.31942571,206.66688,16.86636736,2.6571456,3188.57472,350.7432192, , ,,,,CITY,2020/12/08 18:59:36+00,1225.33984375,151.601702438196
12005,528+ CLEVELAND AVE,1682.37574523,413.33376,24.56845721,5.3142912,6377.14944,701.4864384, , ,,,,CITY,2020/12/08 18:59:36+00,1682.390625,177.279280029255
12006,526+ CLEVELAND AVE,1741.92726361,749.16744,43.00796503,9.6321528,11558.58336,1271.44417, , ,,,,CITY,2020/12/08 18:59:36+00,1741.91015625,175.893426287067
12007,816 ALTAVISTA  AVE,1187.60797405,290.6253,24.47148497,3.736611,4483.9332,493.232652, , ,,,,CITY,2020/12/08 18:59:36+00,1187.62109375,145.915434205408
12008,600+ BAILEY RD,1467.24801315,316.45866,21.56817807,4.0687542,4882.50504,537.0755544, , ,,,,CITY,2020/12/08 18:59:36+00,1467.25,165.018670535161
12009,796+ PROSPECT AVE,1253.58043544,439.16712,35.03302193,5.6464344,6775.72128,745.3293408, , ,,,,CITY,2020/12/08 18:59:36+00,1253.578125,142.736680289586
12010,1704+ E MARKET ST,1161.43155043,303.54198,26.13515784,3.9026826,4683.21912,515.1541032, ,Yes,,,,CITY,2020/12/08 18:59:36+00,1161.43359375,141.925279789754
12011,123+ FRANKLIN ST,1010.13952714,219.58356,21.73794409,2.8232172,3387.86064,372.6646704, ,Yes,,,,CITY,2020/12/08 18:59:36+00,1010.140625,138.730003845093
12012,1700 E MARKET ST,1278.9041996,413.33376,32.3193672,5.3142912,6377.14944,701.4864384, ,Yes,,,,CITY,2020/12/08 18:59:36+00,1278.8984375,153.228083822429
12013,300 CHESTNUT ST,1279.78471831,439.16712,34.31570267,5.6464344,6775.72128,745.3293408, , ,,,,CITY,2020/12/08 18:59:36+00,1279.78125,151.977243635682
12014,406 OAK ST,1441.79802221,465.00048,32.25142978,5.9785776,7174.29312,789.1722432, , ,,,,CITY,2020/12/08 18:59:36+00,1441.79296875,177.277479943549
12015,707 GROVE AVE,1662.40123364,671.66736,40.40344324,8.6357232,10362.86784,1139.915462, , ,,,,CITY,2020/12/08 18:59:36+00,1662.3828125,200.728215143914
12016,1003 BIRDWOOD RD,914.65446837,58.12506,6.35486501,0.7473222,896.78664,98.6465304, , ,,,,CITY,2020/12/08 18:59:36+00,914.65625,126.860168488396
12017,2313 WAYNE AVE,1120.26716461,232.50024,20.7539995,2.9892888,3587.14656,394.5861216, , ,,,,CITY,2020/12/08 18:59:36+00,1120.2734375,134.001227768922
12018,231-B 4TH ST SW,332.5211304,58.12506,17.4801107,0.7473222,896.78664,98.6465304, , ,,,,CITY,2020/12/08 18:59:36+00,332.51171875,73.3987379635997
12019,249 HUNTLEY AVE,1691.01406805,555.41724,32.84521611,7.1410788,8569.29456,942.6224016, , ,,,,CITY,2020/12/08 18:59:36+00,1691.01953125,182.761485785322
12020,245 HUNTLEY AVE,1174.9169348,400.41708,34.08045771,5.1482196,6177.86352,679.5649872, , ,,,,CITY,2020/12/08 18:59:36+00,1174.91015625,139.836101383319
12021,725 NALLE ST,1414.24787851,439.16712,31.05305129,5.6464344,6775.72128,745.3293408, , ,,,,CITY,2020/12/08 18:59:36+00,1414.2421875,172.149382090064
12022,112 BURNET WAY,1208.80984374,316.45866,26.17935762,4.0687542,4882.50504,537.0755544, , ,,,,CITY,2020/12/08 18:59:36+00,1208.80859375,153.415984400539
12023,1130+ LITTLE HIGH ST,2152.89372135,497.29218,23.09877928,6.3937566,7672.50792,843.9758712, , ,,,,CITY,2020/12/08 18:59:36+00,2152.90234375,189.684358794915
12024,1015 E MARKET ST,4331.2110937,1427.29314,32.95367259,18.3509118,22021.09416,2422.320358, , ,,,,CITY,2020/12/08 18:59:36+00,4331.19921875,298.884451878879
12025,246 HUNTLEY AVE,1017.47063956,258.3336,25.38978404,3.321432,3985.7184,438.429024, , ,,,,CITY,2020/12/08 18:59:36+00,1017.46484375,138.379562422831
12026,540-B CLEVELAND AVE,1044.60122343,226.0419,21.63906297,2.906253,3487.5036,383.625396, , ,,,,CITY,2020/12/08 18:59:36+00,1044.578125,138.664613363908
12027,540-A CLEVELAND AVE,1041.63700952,258.3336,24.80073075,3.321432,3985.7184,438.429024, , ,,,,CITY,2020/12/08 18:59:36+00,1041.6484375,138.540044640485
12028,250 HUNTLEY AVE,1499.14067707,316.45866,21.10933673,4.0687542,4882.50504,537.0755544, , ,,,,CITY,2020/12/08 18:59:36+00,1499.15234375,180.439328250906
12029,606 MONTROSE AVE,1211.81530653,277.70862,22.91674461,3.5705394,4284.64728,471.3112008, , ,,,,CITY,2020/12/08 18:59:36+00,1211.83203125,158.000264724515
12030,120 BURNET WAY,880.83629351,174.37518,19.79654797,2.2419666,2690.35992,295.9395912, , ,,,,CITY,2020/12/08 18:59:36+00,880.83984375,124.67345089034
12031,122 BURNET WAY,860.72837048,264.79194,30.76370516,3.4044678,4085.36136,449.3897496, , ,,,,CITY,2020/12/08 18:59:36+00,860.73046875,123.685076807578
12032,742+ PROSPECT AVE,3052.3726569,794.37582,26.02486322,10.2134034,12256.08408,1348.169249, , ,,,,CITY,2020/12/08 18:59:36+00,3052.34765625,267.686849679235
12033,915 E HIGH ST,32763.7275357,8292.50856,25.31002787,106.6179672,127941.5606,14073.57167,Yes,Yes,,,,CITY,2020/12/08 18:59:36+00,32763.77734375,1055.30878503932
12034,108 RIVERBLUFF CIR,1533.11721732,497.29218,32.43667101,6.3937566,7672.50792,843.9758712, , ,,,,CITY,2020/12/08 18:59:36+00,1533.11328125,182.144141628815
12035,702 BELMONT AVE,1740.51689781,490.83384,28.20046376,6.3107208,7572.86496,833.0151456, , ,,,,CITY,2020/12/08 18:59:36+00,1740.51953125,198.009021426378
12036,805 DRUID AVE,1074.57997156,316.45866,29.44952191,4.0687542,4882.50504,537.0755544, , ,,,,CITY,2020/12/08 18:59:36+00,1074.578125,136.109835389313
12037,904 MONTROSE AVE,996.0458711,297.08364,29.82630199,3.8196468,4583.57616,504.1933776, , ,,,,CITY,2020/12/08 18:59:36+00,996.04296875,139.118495088421
12038,804 ROCKLAND AVE,1390.26074595,316.45866,22.76253962,4.0687542,4882.50504,537.0755544, , ,,,,CITY,2020/12/08 18:59:36+00,1390.2578125,167.922471404368
12039,1420 RUGBY AVE,1759.64939901,387.5004,22.02145508,4.982148,5978.5776,657.643536, , ,,,,CITY,2020/12/08 18:59:36+00,1759.65234375,195.709732627218
12040,1211 AUGUSTA ST,2287.36374459,561.87558,24.5643299,7.2241146,8668.93752,953.5831272, , ,,,,CITY,2020/12/08 18:59:36+00,2287.3671875,212.49200697965
12041,1610 GREENLEAF LN,1929.2982221,232.50024,12.05102687,2.9892888,3587.14656,394.5861216, , ,,,,CITY,2020/12/08 18:59:36+00,1929.30078125,189.2369213521
12042,1217 AUGUSTA ST,1654.90304135,497.29218,30.04962656,6.3937566,7672.50792,843.9758712, , ,,,,CITY,2020/12/08 18:59:36+00,1654.90625,182.019592478848
12043,1538 OXFORD RD,1348.63620054,406.87542,30.16939867,5.2312554,6277.50648,690.5257128, , ,,,,CITY,2020/12/08 18:59:36+00,1348.63671875,184.187941981141
12044,1606 RUGBY AVE,1588.21933155,432.70878,27.24490132,5.5633986,6676.07832,734.3686152, , ,,,,CITY,2020/12/08 18:59:36+00,1588.21484375,171.746243569217
12045,1412 RUTLEDGE AVE,1397.93105927,374.58372,26.79557945,4.8160764,5779.29168,635.7220848, , ,,,,CITY,2020/12/08 18:59:36+00,1397.94921875,166.988309280354
12046,919 W MAIN ST,3176.71144113,691.04238,21.75338846,8.8848306,10661.79672,1172.797639, ,Yes,,,,CITY,2020/12/08 18:59:36+00,3176.70703125,248.293186897833
12047,913 W MAIN ST,1549.54782942,393.95874,25.42411112,5.0651838,6078.22056,668.6042616, ,Yes,,,,CITY,2020/12/08 18:59:36+00,1549.55078125,201.382002908135
12048,1006 DRUID AVE,1001.68206043,226.0419,22.56623226,2.906253,3487.5036,383.625396, , ,,,,CITY,2020/12/08 18:59:36+00,1001.69140625,138.498041340597
12049,918 DRUID AVE,892.71567476,155.00016,17.36276857,1.9928592,2391.43104,263.0574144, , ,,,,CITY,2020/12/08 18:59:36+00,892.72265625,129.086892300162
12050,808 ROCKLAND AVE,1225.69069281,335.83368,27.39954626,4.3178616,5181.43392,569.9577312, , ,,,,CITY,2020/12/08 18:59:36+00,1225.6875,151.682106429066
12051,925 BELMONT AVE,1182.39467514,310.00032,26.21800833,3.9857184,4782.86208,526.1148288, , ,,,,CITY,2020/12/08 18:59:36+00,1182.3828125,149.105598445551
12052,710 BLENHEIM AVE,2096.98597181,729.79242,34.80196833,9.3830454,11259.65448,1238.561993, , ,,,,CITY,2020/12/08 18:59:36+00,2096.9921875,211.417220630803
12053,723 MONTICELLO AVE,1812.47835119,368.12538,20.31060922,4.7330406,5679.64872,624.7613592,Yes, ,,,,CITY,2020/12/08 18:59:36+00,1812.484375,189.135352731797
12054,318+ OAK ST,1021.25009802,277.70862,27.19300893,3.5705394,4284.64728,471.3112008, , ,,,,CITY,2020/12/08 18:59:36+00,1021.2421875,130.372111224309
12055,777+ PROSPECT AVE,1442.36387527,432.70878,29.99997283,5.5633986,6676.07832,734.3686152, , ,,,,CITY,2020/12/08 18:59:36+00,1442.3671875,174.109116024289
12056,511 W MAIN ST,2063.1077595,542.50056,26.2953091,6.9750072,8370.00864,920.7009504, ,Yes,,,,CITY,2020/12/08 18:59:36+00,2063.09765625,184.796806121649
12057,605 W MAIN ST,1605.86695165,620.00064,38.60846905,7.9714368,9565.72416,1052.229658, ,Yes,,,,CITY,2020/12/08 18:59:36+00,1605.87109375,204.759804071453
12058,236 SHAMROCK RD,1047.36454684,361.66704,34.53115179,4.6500048,5580.00576,613.8006336, , ,,,,CITY,2020/12/08 18:59:36+00,1047.3671875,146.868959284417
12059,628 RAINIER RD,1821.89009108,406.87542,22.33259934,5.2312554,6277.50648,690.5257128, , ,,,,CITY,2020/12/08 18:59:36+00,1821.8984375,195.204744880442
12060,807+ LOCUST AVE,1469.56589625,452.0838,30.76308443,5.812506,6975.0072,767.250792, ,Yes,,,,CITY,2020/12/08 18:59:36+00,1469.5625,168.736121501663
12061,410+ 10TH ST NE,1839.60029291,548.9589,29.84120506,7.058043,8469.6516,931.661676, , ,,,,CITY,2020/12/08 18:59:36+00,1839.59765625,209.855320688817
12062,714 LOCUST AVE,1273.28442346,264.79194,20.79597712,3.4044678,4085.36136,449.3897496, ,Yes,,,,CITY,2020/12/08 18:59:36+00,1273.26953125,157.827609424253
12063,710 LEXINGTON AVE,1288.16153591,439.16712,34.09255056,5.6464344,6775.72128,745.3293408, ,Yes,,,,CITY,2020/12/08 18:59:36+00,1288.16015625,166.021258344773
12064,615 MALCOLM CRES,1546.84170722,490.83384,31.73135636,6.3107208,7572.86496,833.0151456, , ,,,,CITY,2020/12/08 18:59:36+00,1546.8515625,181.224182890267
12065,633 EVERGREEN AVE,2310.03575095,904.1676,39.14084715,11.625012,13950.0144,1534.501584, , ,,,,CITY,2020/12/08 18:59:36+00,2310.0546875,245.862836829943
12066,742 LEXINGTON AVE,1595.06302222,510.20886,31.98675276,6.5598282,7871.79384,865.8973224, , ,,,,CITY,2020/12/08 18:59:36+00,1595.0625,178.886190131551
12067,218 ROSSER AVE E,1221.57458711,238.95858,19.56152164,3.0723246,3686.78952,405.5468472, , ,,,,CITY,2020/12/08 18:59:36+00,1221.5859375,152.474294630213
12068,344 10 1/2 ST NW,1440.33990337,148.54182,10.31297018,1.9098234,2291.78808,252.0966888, , ,,,,CITY,2020/12/08 18:59:36+00,1440.34375,175.008324336251
12069,128 CHANCELLOR ST,3758.79445704,1175.41788,31.27114041,15.1125156,18135.01872,1994.852059, ,Yes,,,,CITY,2020/12/08 18:59:36+00,3758.7890625,353.987896971087
12070,107+ STEWART CIR,1967.62983969,607.08396,30.85356586,7.8053652,9366.43824,1030.308206, , ,,,,CITY,2020/12/08 18:59:36+00,1967.6328125,180.596615716185
